,Address,AvgCost2,City,Cuisines,Lat,Locality,Long,PriceRange,RatingAvg,RatingColor,RatingTxt,RestID,RestName,Timings,URL,ZipCode,cityID
175,300 East. Wigwam Boulevard 85340,40,Maricopa County,American,33.4973200000,Litchfield Park,-112.3579700000,3,3.4,CDD614,Average,17032335,Litchfield's,"5 PM to 9 PM (Tue-Sat), Mon & Sun Closed",https://www.zomato.com/maricopa-county-az/litchfields-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
176,13018 West Indian School Road 85340,10,Maricopa County,Fast Food,33.4943909642,Litchfield Park,-112.3401879414,1,2.5,FFBA00,Average,17027840,McDonald's,5 AM to 12 Midnight,https://www.zomato.com/maricopa-county-az/mcdonalds-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
177,"300 Wigwam Blvd, Litchfield Park 85340",25,Maricopa County,"American, Sandwich",33.4934430000,Litchfield Park,-112.3612220000,2,2.7,FFBA00,Average,17028633,Cabana Grill,,https://www.zomato.com/maricopa-county-az/cabana-grill-1-litchfield-park?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85340,11194
178,"8295 N Cortaro Rd, Tucson 85743",10,Tucson,Mexican,32.3577520000,Marana,-111.0916350000,1,3.9,9ACD32,Good,17251147,Nico's Taco Shop,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/tucson-az/nicos-taco-shop-tucson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
179,5825 West Arizona Pavilions Drive 85743,40,Tucson,"American, Italian, Pizza",32.3534993140,Marana,-111.0895429552,3,3.5,9ACD32,Good,17251704,Boston's Restaurant & Sports Bar,"11 AM to 10 PM (Mon-Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/tucson-az/bostons-restaurant-sports-bar-tucson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
180,"8180 Cortaro Road, Marana 85743",10,Tucson,"Burger, Fast Food",32.3553000000,Marana,-111.0933280000,1,3.7,9ACD32,Good,17251677,In-N-Out Burger,"10:30 AM to 1 AM (Mon, Tue, Wed, Thu, Sun), 10:30 AM to 1:30 AM (Fri-Sat)",https://www.zomato.com/tucson-az/in-n-out-burger-marana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
181,"8450 N Cracker Barrel Road, Tucson 85743",25,Tucson,"American, BBQ, Steak",32.3606127000,Marana,-111.0932228000,2,3.7,9ACD32,Good,17251519,Texas Roadhouse,"3:30 PM to 9:30 PM (Mon-Thu),11 AM to 10:30 PM (Fri-Sat),11 AM to 9 PM (Sun)",https://www.zomato.com/tucson-az/texas-roadhouse-marana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
182,"8225 North Courtney Page Way, Tucson 85743",25,Tucson,Mexican,32.3560440000,Marana,-111.0947520000,2,3.6,9ACD32,Good,17251904,Nana's Kitchen,"Breakfast, Lunch (Sun),Breakfast, Lunch, Dinner (Mon-Sat)",https://www.zomato.com/tucson-az/nanas-kitchen-tucson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
183,"8250 N Cortaro Rd, Tucson 85743",10,Tucson,"Chinese, Vietnamese",32.3562400000,Marana,-111.0925380000,1,4.1,5BA829,Very Good,17251052,Mantis Gourmet Chinese Food,"11 AM to 8:30 PM (Mon-Sat),4 PM to 8 PM (Sun)",https://www.zomato.com/tucson-az/mantis-gourmet-chinese-food-tucson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
184,8400 North Cracker Barrel Road 85743,10,Tucson,American,32.3606100000,Marana,-111.0933500000,1,3.7,9ACD32,Good,17250508,Cracker Barrel Old Country Store,"6 AM to 10 PM (Mon-Thu, Sun), 6 AM to 11 PM (Fri-Sat)",https://www.zomato.com/tucson-az/cracker-barrel-old-country-store-marana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
185,"8500 N. Cracker Barrel Rd, Tucson 85743",10,Tucson,"American, Chinese",32.3601160000,Marana,-111.0934760000,1,3.7,9ACD32,Good,17251914,New Town Buffet,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/tucson-az/new-town-buffet-tucson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
186,5975 West Arizona Pavilions Drive 85743,25,Tucson,American,32.3544700000,Marana,-111.0925500000,2,3.3,CDD614,Average,17250417,Chili's,,https://www.zomato.com/tucson-az/chilis-marana?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85743,466
187,41620 Casa Grande Hwy. 85138,10,Pinal County,Pizza,33.0365805318,Maricopa,-112.0140246939,1,0,CBCBCB,Not rated,17821667,Papa John's Pizza,"9:30 AM to 10 PM (Mon-Thu, Sun), 9:30 AM to 11 PM (Fri-Sat)",https://www.zomato.com/pinal-county-az/papa-johns-pizza-1-maricopa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85138,11195
188,"John Wayne Boulivard, Maricopa 85138",20,Pinal County,Mexican,0.0000000000,Maricopa,0.0000000000,2,0,CBCBCB,Not rated,17858804,Plaza Bonita,"11 AM to 10 PM (Mon, Tue, Wed, Sat, Sun), 11 AM to 11 PM (Thu-Fri)",https://www.zomato.com/pinal-county-az/plaza-bonita-1-maricopa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85138,11195
189,41710 West Maricopa Casa Grande Highway,10,Pinal County,Fast Food,33.0371278950,Maricopa,-112.0148849487,1,0,CBCBCB,Not rated,18971164,McDonald's,4 AM to 12 Midnight,https://www.zomato.com/pinal-county-az/mcdonalds-2-maricopa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11195
190,"2753 East Broadway Road, Suite 104, Mesa 85204",30,Mesa,"Burger, Diner",33.4080150000,Mesa,-111.7722240000,3,3.9,9ACD32,Good,17026724,Giant Hamburgers,"6 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 6 AM to 10 PM (Fri-Sat)",https://www.zomato.com/mesa-az/giant-hamburgers-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
191,"4210 East Main Street, Mesa, Phoenix AZ 85205",10,Mesa,Sandwich,0.0000000000,Mesa,0.0000000000,1,3.8,9ACD32,Good,17033183,Sassy's Cafe & Bakery,"7 AM to 5 PM (Mon-Sat),Closed (Sun)",https://www.zomato.com/mesa-az/sassys-cafe-bakery-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85205,11187
192,"437 S Gilbert Rd, Mesa 85204",10,Mesa,Mexican,33.4073860000,Mesa,-111.7880350000,1,3.7,9ACD32,Good,17029623,Taquitos Jalisco,"9 AM to 9:30 PM (Mon-Sat),9 AM to 8:30 PM (Sun)",https://www.zomato.com/mesa-az/taquitos-jalisco-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
193,"330 S Gilbert Rd, Mesa 85204",10,Mesa,Latin American,33.4089690000,Mesa,-111.7884480000,1,3.4,CDD614,Average,17030976,Restaurant Salvadoreño #1,9 AM to 9 PM (Mon-Sun),https://www.zomato.com/mesa-az/restaurant-salvadoreo--1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
194,"2639 E. Broadway, Suite C107, Mesa 85204",25,Mesa,Chinese,33.4079790000,Mesa,-111.7745820000,2,3.7,9ACD32,Good,17030732,Hot Wok,"11 AM to 10 PM (Mon-Thu),11 AM to 11 PM (Fri-Sat),12 Noon to 10 PM (Sun)",https://www.zomato.com/mesa-az/hot-wok-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
195,"116 N Lindsay Rd, Mesa 85213",15,Mesa,Donuts,33.4172780000,Mesa,-111.7712630000,1,3.7,9ACD32,Good,17024949,19th Donut Hole,"4:30 AM to 9 PM (Mon-Thu),4:30 AM to 5 PM (Fri-Sun)",https://www.zomato.com/mesa-az/19th-donut-hole-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85213,11187
196,"2639 E Broadway Rd, Mesa 85204",10,Mesa,Burger,33.4079790000,Mesa,-111.7745820000,1,3.0,CDD614,Average,17031635,Simpleton's,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/mesa-az/simpletons-1-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
197,"1133 S Dobson Road, Ste 102 Mesa",15,Mesa,"Bakery, Coffee and Tea, Desserts",0.0000000000,Mesa,0.0000000000,1,0,CBCBCB,Not rated,18397785,Tous Les Jour,7 AM to 8:30 PM,https://www.zomato.com/mesa-az/tous-les-jour-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11187
198,2747 East Broadway Road 85204,10,Mesa,Fast Food,33.4077264514,Mesa,-111.7715710402,1,3.3,CDD614,Average,17030914,Whataburger,24 Hours,https://www.zomato.com/mesa-az/whataburger-mesa?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85204,11187
199,5700 East McDonald Drive 85253,70,Phoenix,New American,33.5227800000,Paradise Valley,-111.9594300000,4,4.0,5BA829,Very Good,17026431,Elements,"5:30 PM to 10 PM (Mon-Wed), 5:30 PM to 11 PM (Fri-Sat), Thu & Sun Closed",https://www.zomato.com/phoenix/elements-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
200,5550 East Lincoln Drive 85253,70,Phoenix,"American, Southwestern, Steak",33.5326400000,Paradise Valley,-111.9602000000,4,3.9,9ACD32,Good,17026353,El Chorro,"5 PM to 10 PM (Mon-Sat), 9 AM to 3 PM, 5 PM to 10 PM (Sun)",https://www.zomato.com/phoenix/el-chorro-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
201,"JW Marriott Scottsdale Camelback Inn Resort & Spa, 5402 East Lincoln Drive, Scottsdale 85253",40,Phoenix,"Mexican, Southwestern",33.5312460000,Paradise Valley,-111.9662830000,3,3.9,9ACD32,Good,17030805,Rita's Kitchen - JW Marriott Scottsdale Camelback Inn Resort & Spa,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/phoenix/ritas-kitchen-jw-marriott-scottsdale-camelback-inn-resort-spa-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
202,"4949 East Lincoln Drive, Paradise Valley, Phoenix 85253",70,Phoenix,"European, Tapas",33.5308530000,Paradise Valley,-111.9743180000,4,3.4,CDD614,Average,17030378,Prado,"7 PM to 10 PM (Mon-Thu),7 PM to 11 PM (Fri-Sat),Closed (Sun)",https://www.zomato.com/phoenix/prado-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
203,"4949 E Lincoln Dr, Paradise Valley 85253",25,Phoenix,"Spanish, Tapas, Bar Food",33.5308530000,Paradise Valley,-111.9743180000,2,3.2,CDD614,Average,17031198,Mbar,"11 AM to 11 PM (Mon-Thu),11 AM to 12 Midnight (Fri),11 AM to 1 AM (Sat),11 AM to 11 PM, 12 Midnight to 1 AM (Sun)",https://www.zomato.com/phoenix/mbar-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
204,5700 East McDonald Drive 85253,25,Phoenix,Bar Food,33.5227800000,Paradise Valley,-111.9594300000,2,0,CBCBCB,Not rated,17035410,Jade Bar,"11 AM to 12 Midnight (Mon-Thu),11 AM to 2 AM (Fri-Sun)",https://www.zomato.com/phoenix/jade-bar-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
205,"5402 E Lincoln Dr, Paradise Valley 85253",10,Phoenix,"American, Breakfast, Vegetarian",33.5312370000,Paradise Valley,-111.9663690000,1,3.0,CDD614,Average,17029296,Sprouts at the Spa,"Breakfast, Lunch (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/phoenix/sprouts-at-the-spa-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
206,"4949 E Lincoln Dr, Paradise Valley 85253",25,Phoenix,"Sandwich, Healthy Food",33.5287694000,Paradise Valley,-111.9731720000,2,0,CBCBCB,Not rated,17035521,Centro,11 AM to 8 PM (Mon-Sun),https://www.zomato.com/phoenix/centro-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
207,"5402 E Lincoln Dr, Paradise Valley 85253",10,Phoenix,"Coffee and Tea, Tea",33.5312370000,Paradise Valley,-111.9663690000,1,2.5,FFBA00,Average,17027351,Kokopelli Cafe,,https://www.zomato.com/phoenix/kokopelli-cafe-paradise-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85253,301
208,"800 N Beeline Hwy, Payson 85541",10,Payson,Mexican,34.2503550000,Payson,-111.3227780000,1,3.9,9ACD32,Good,17282877,La Sierra Mexican Restaurant,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/payson-az/la-sierra-mexican-restaurant-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
209,"512 N Beeline Hwy, Payson 85541",40,Payson,"Italian, Pizza",34.2452550000,Payson,-111.3229690000,3,4.6,3F7E00,Excellent,17282880,Gerardo's Firewood Cafe,"Closed (Mon),3 PM to 9 PM (Tue),11 AM to 9 PM (Wed-Sat),12 Noon to 8 PM (Sun)",https://www.zomato.com/payson-az/gerardos-firewood-cafe-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
210,"311 S Beeline Hwy, Payson 85541",25,Payson,"Burger, Steak, Bar Food",34.2383410000,Payson,-111.3229000000,2,4.5,3F7E00,Excellent,17282872,Buffalo Bar & Grill,10 AM to 2 AM (Mon-Sun),https://www.zomato.com/payson-az/buffalo-bar-grill-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
211,"201 W Main Street, Payson 85541",10,Payson,"Coffee and Tea, Desserts, Beverages",34.2476540000,Payson,-111.3228650000,1,4.3,5BA829,Very Good,17282918,Scoops,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Breakfast, Lunch, Dinner, Late (Fri-Sat)",https://www.zomato.com/payson-az/scoops-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
212,"620 E State Highway 260, Payson 85541",40,Payson,"American, Seafood, Steak",34.2413000000,Payson,-111.3150000000,3,4.2,5BA829,Very Good,17282270,Fargo's Steak House,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/payson-az/fargos-steak-house-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
213,"815 S Beeline Hwy, Payson 85541",0,Payson,,34.2302000000,Payson,-111.3255000000,1,3.8,9ACD32,Good,17282257,Beeline Cafe,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/payson-az/beeline-cafe-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
214,"200 S Beeline Hwy, Payson 85541",10,Payson,Mexican,34.2404000000,Payson,-111.3232000000,1,3.4,CDD614,Average,17282268,El Rancho Restaurant,"Breakfast, Lunch, Dinner (Sun, Sat), Lunch, Dinner (Mon-Fri)",https://www.zomato.com/payson-az/el-rancho-restaurant-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
215,"E State Hwy 260, Star Valley 85541",40,Payson,"Seafood, Steak",34.2277000000,Payson,-111.3318000000,3,4.3,5BA829,Very Good,17282618,Diamond Point Shadows Restaurant,,https://www.zomato.com/payson-az/diamond-point-shadows-restaurant-star-valley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
216,"203 E State Highway 260, Payson 85541",25,Payson,"American, Italian, Pizza",34.2405000000,Payson,-111.3213000000,2,4.2,5BA829,Very Good,17282260,Cardo's Pizza & Italian Restaurant,,https://www.zomato.com/payson-az/cardos-pizza-italian-restaurant-payson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85541,4376
217,16067 North. Arrowhead Fountain Center Drive. 85382,40,Peoria,"American, Steak, Bar Food",33.6311373056,Peoria,-112.2375465024,3,3.9,9ACD32,Good,17026559,Firebirds Wood Fired Grill,"11 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/peoria-az/firebirds-wood-fired-grill-1-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
218,16092 North Arrowhead Fountains Ctr Drive 85382,10,Peoria,Mexican,33.6312100000,Peoria,-112.2382700000,1,3.7,9ACD32,Good,17024984,Abuelo's Mexican Restaurant,"11 AM to 9 PM (Mon-Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/peoria-az/abuelos-mexican-restaurant-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
219,"16148 N 83rd Ave, Peoria 85382",25,Peoria,BBQ,33.6336080000,Peoria,-112.2353010000,2,3.7,9ACD32,Good,17026485,Famous Dave's,"11 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/peoria-az/famous-daves-2-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
220,"16134 N 83rd Ave, Peoria 85382",25,Peoria,"American, Desserts, International",33.6333400000,Peoria,-112.2355170000,2,3.6,9ACD32,Good,17025768,The Cheesecake Factory,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Lunch, Dinner, Late (Fri-Sat)",https://www.zomato.com/peoria-az/the-cheesecake-factory-1-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
221,"8285 W Bell Rd, Peoria 85382",25,Peoria,"Burger, Fast Food",33.6377307000,Peoria,-112.2330143000,2,3.7,9ACD32,Good,17030615,In-N-Out Burger,"10:30 AM to 1 AM (Mon, Tue, Wed, Thu, Sun), 10:30 AM to 1:30 AM (Fri-Sat)",https://www.zomato.com/peoria-az/in-n-out-burger-1-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
222,16091 North Arrowhead Fountains Center Drive 85382,40,Peoria,"Italian, Pizza",33.6324400000,Peoria,-112.2367900000,3,3.5,9ACD32,Good,17030274,Buca di Beppo Italian Restaurant,"11 AM to 10 PM (Mon-Thu), 11 AM to 11 PM (Fri-Sat), 11 AM to 9 PM (Sun)",https://www.zomato.com/peoria-az/buca-di-beppo-italian-restaurant-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
223,"16657 N 83rd Ave, Peoria 85382",10,Peoria,Fast Food,33.6358110000,Peoria,-112.2333010000,1,3.8,9ACD32,Good,17025797,Chick-fil-A,"(Sun),Breakfast, Lunch, Dinner (Mon-Sat)",https://www.zomato.com/peoria-az/chick-fil-a-2-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
224,"8172 W Bell Rd, Glendale 85308",25,Peoria,"American, Asian, Chinese",33.6383970000,Peoria,-112.2313370000,2,3.6,9ACD32,Good,17032172,Pacific Sea Food Buffet,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/peoria-az/pacific-sea-food-buffet-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85308,11192
225,16680 North 83rd Avenue Ste 101 85382,10,Peoria,"Fast Food, Mexican",33.6362680798,Peoria,-112.2341110060,1,3.4,CDD614,Average,17030814,Chipotle Mexican Grill,"10:45 AM to 10 PM (Mon-Sat), Sun Closed",https://www.zomato.com/peoria-az/chipotle-mexican-grill-3-peoria?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85382,11192
226,"116 East Garfield Street, Downtown, Phoenix 85004",10,Phoenix,"American, Diner",33.4576585000,Downtown,-112.0723168000,1,4.7,3F7E00,Excellent,17027827,Matt's Big Breakfast,6:30 AM to 2:30 PM (Mon-Sun),https://www.zomato.com/phoenix/matts-big-breakfast-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
227,"623 East Adams Street, Downtown, Phoenix 85004",25,Phoenix,"Pizza, Italian, Healthy Food",33.4492410000,Downtown,-112.0656390000,2,4.5,3F7E00,Excellent,17028613,Pizzeria Bianco,"11 AM to 9 PM (Mon),11 AM to 10 PM (Tue-Sat),Closed (Sun)",https://www.zomato.com/phoenix/pizzeria-bianco-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
228,"603 North 5th Avenue, Downtown, Phoenix 85003",25,Phoenix,"Italian, Pizza, Sandwich",33.4548910000,Downtown,-112.0800350000,2,4.7,3F7E00,Excellent,17025909,Cibo,"11 AM to 9 PM (Mon),11 AM to 10 PM (Tue-Thu),11 AM to 11 PM (Fri-Sat),5 PM to 9 PM (Sun)",https://www.zomato.com/phoenix/cibo-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85003,301
229,"2 East Jefferson Street #150, Downtown Phoenix 85004",40,Phoenix,American,33.4472400000,Downtown,-112.0737700000,3,4.0,5BA829,Very Good,17032327,The Arrogant Butcher,"11 AM to 9 PM (Mon-Thu), 11 AM to 10 PM (Fri), 12 Noon to 10 PM (Sat), 3 PM to 9 PM (Sun)",https://www.zomato.com/phoenix/the-arrogant-butcher-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
230,"108 East Pierce Street, Downtown, Phoenix 85004",25,Phoenix,"Caribbean, Seafood",33.4556710000,Downtown,-112.0723160000,2,4.1,5BA829,Very Good,17030173,The Breadfruit,"5 PM to 10 PM (Mon-Thu),5 PM to 11 PM (Fri-Sat),Closed (Sun)",https://www.zomato.com/phoenix/the-breadfruit-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
231,"40 North 1st Street, Downtown, Phoenix 85004",25,Phoenix,"Pizza, Sandwich",33.4487560000,Downtown,-112.0727020000,2,4.1,5BA829,Very Good,17030391,Hanny's,"11 AM to 1 AM (Mon-Fri),5 PM to 1 AM (Sat-Sun)",https://www.zomato.com/phoenix/hannys-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
232,"622 East Adams Street, Downtown, Phoenix 85004",25,Phoenix,"Japanese, Sushi, Tea",33.4495640000,Downtown,-112.0656740000,2,4.1,5BA829,Very Good,17031944,Nobuo at Teeter House,"Closed (Mon),11 AM to 9:30 PM (Tue-Thu),11 AM to 10 PM (Fri-Sun)",https://www.zomato.com/phoenix/nobuo-at-teeter-house-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
233,"455 North 3rd Street, Downtown, Phoenix 85004",25,Phoenix,"Mexican, Southwestern",33.4524400000,Downtown,-112.0698350000,2,4.1,5BA829,Very Good,17029048,Canyon Cafe,"11 AM to 9 PM (Mon, Tue, Wed, Sun), 11 AM to 10 PM (Thu-Sat)",https://www.zomato.com/phoenix/canyon-cafe-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
234,"14 East Pierce Street, Downtown, Phoenix 85004",25,Phoenix,"American, Burger",33.4555828000,Downtown,-112.0736239000,2,4.1,5BA829,Very Good,17033807,Phoenix Public Market Cafe,7 AM to 10 PM (Mon-Sun),https://www.zomato.com/phoenix/phoenix-public-market-cafe-downtown?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85004,301
235,"130 W. Gurley Street, Prescott 86301",10,Prescott,Bar Food,34.5420530000,City of Prescott,-112.4697500000,1,3.7,9ACD32,Good,17714413,Prescott Brewing Company,"11 AM to 11 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 12 Midnight (Fri-Sat)",https://www.zomato.com/prescott-az/prescott-brewing-company-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
236,"142 North Cortez Street, Prescott 86301",25,Prescott,"American, International, European",34.5430500000,City of Prescott,-112.4691000000,2,3.7,9ACD32,Good,17714291,Raven Cafe,"7:30 AM to 11 PM (Mon-Thu),7:30 AM to 12 Midnight (Fri-Sat),8 AM to 3 PM (Sun)",https://www.zomato.com/prescott-az/raven-cafe-city-of-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
237,107 South Cortez Street 86303,10,Prescott,Pizza,34.5411400000,City of Prescott,-112.4686300000,1,3.8,9ACD32,Good,17714205,Bill's Pizza,"11 AM to 9 PM (Mon-Thu), 11 AM to 10 PM (Fri-Sat), 12 Noon to 9 PM (Sun)",https://www.zomato.com/prescott-az/bills-pizza-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86303,457
238,"115 S Cortez St, Prescott 86303",25,Prescott,"Thai, Vegetarian",34.5412048000,City of Prescott,-112.4685064000,2,3.8,9ACD32,Good,17714402,Tara Fine Thai Cuisine,"Closed (Mon),11 AM to 9 PM (Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/prescott-az/tara-fine-thai-cuisine-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86303,457
239,"106 W Gurley St, Prescott 86301",25,Prescott,"Breakfast, Burger, Sandwich",34.5420660000,City of Prescott,-112.4691370000,2,3.8,9ACD32,Good,17714260,Lone Spur Cafe,"8 AM to 2 PM (Mon, Tue, Wed, Thu, Sat, Sun), 8 AM to 2 PM, 4:30 PM to 8 PM (Fri)",https://www.zomato.com/prescott-az/lone-spur-cafe-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
240,200 East Gurley Street 86301,30,Prescott,"International, Southwestern",34.5419900000,City of Prescott,-112.4703000000,3,3.5,9ACD32,Good,17714475,Prescott Station,"11 AM to 9 PM (Mon-Sat), 10 AM to 9 PM (Sun)",https://www.zomato.com/prescott-az/prescott-station-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
241,330 West Gurley Street 86301,25,Prescott,"Italian, Pizza, Sandwich",34.5421800000,City of Prescott,-112.4724100000,2,3.6,9ACD32,Good,17714455,Rosa's Pizzeria,"11 AM to 9 PM (Mon-Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/prescott-az/rosas-pizzeria-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
242,"124 N Montezuma St, Prescott 86301",25,Prescott,"Indian, Vegetarian",34.5428310000,City of Prescott,-112.4702810000,2,3.6,9ACD32,Good,17714324,Taj Mahal Restaurant,"11 AM to 10 PM (Mon-Sat),11 AM to 9 PM (Sun)",https://www.zomato.com/prescott-az/taj-mahal-restaurant-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
243,"129 1/2 N Cortez St, Prescott 86301",25,Prescott,"Italian, Pizza",34.5430070000,City of Prescott,-112.4682690000,2,3.7,9ACD32,Good,17714275,Papa's Italian Restaurant,"Closed (Mon, Sun), 4 PM to 8 PM (Tue-Thu),4 PM to 9 PM (Fri-Sat)",https://www.zomato.com/prescott-az/papas-italian-restaurant-prescott?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86301,457
