,Address,AvgCost2,City,Cuisines,Lat,Locality,Long,PriceRange,RatingAvg,RatingColor,RatingTxt,RestID,RestName,Timings,URL,ZipCode,cityID
29,"2280 Highway 95, Bullhead City 86442",10,Bullhead City,Chinese,35.1041000000,Bullhead City,-114.5978000000,1,3.3,CDD614,Average,17281232,China Buffet,,https://www.zomato.com/bullhead-city-az/china-buffet-bullhead-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86442,4402
30,"2065 Hwy 95 Ste 71, Bullhead City 86442",0,Bullhead City,Donuts,35.1162000000,Bullhead City,-114.5985000000,1,3.4,CDD614,Average,17281247,Donuts To Go,,https://www.zomato.com/bullhead-city-az/donuts-to-go-bullhead-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86442,4402
31,"1778 Highway 95, Bullhead City 86442",10,Bullhead City,Mexican,35.1211000000,Bullhead City,-114.5876000000,1,3.3,CDD614,Average,17281298,Valdos Iguana Mexican Food,11 AM to 9:30 PM (Mon-Sun),https://www.zomato.com/bullhead-city-az/valdos-iguana-mexican-food-bullhead-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86442,4402
32,2040 Arizona 95 86442,25,Bullhead City,Bar Food,35.1143608873,Bullhead City,-114.5975558536,2,3.3,CDD614,Average,17282955,Buffalo Wild Wings,"11 AM to 11 PM (Mon-Wed, Sun), 11 AM to 12 Midnight (Thu-Sat)",https://www.zomato.com/bullhead-city-az/buffalo-wild-wings-bulhead-city-bullhead-city?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86442,4402
33,"522 W Finnie Flats Rd Ste A1, Camp Verde 86322",10,Camp Verde,"Italian, Pizza",34.5669870000,Camp Verde,-111.8639720000,1,3.8,9ACD32,Good,17281306,Crusty's Pizza,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/camp-verde-az/crustys-pizza-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
34,"1620 W Sr 260 Ste D, Camp Verde 86322",10,Camp Verde,Mexican,34.5753080000,Camp Verde,-111.8817390000,1,3.0,CDD614,Average,17283372,Gabriela's Taco Shop,"7 AM to 4 PM (Mon-Wed, Sun), 7 AM to 8 PM (Thu-Sat)",https://www.zomato.com/camp-verde-az/gabrielas-taco-shop-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
35,1630 West Highway 260 86322,10,Camp Verde,"American, Diner",34.5760129816,Camp Verde,-111.8814878932,1,2.9,FFBA00,Average,17281309,Denny's,24 Hours,https://www.zomato.com/camp-verde-az/dennys-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
36,"348 South Main St, Camp Verde 86322",25,Camp Verde,,34.5656130000,Camp Verde,-111.8556610000,2,3.4,CDD614,Average,17283263,The Horn,"Closed (Mon-Tue),11 AM to 9 PM (Wed-Sun)",https://www.zomato.com/camp-verde-az/the-horn-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
37,"348 S Main St Ste18, Camp Verde 86322",10,Camp Verde,"Coffee and Tea, Sandwich",34.5648680000,Camp Verde,-111.8552900000,1,3.4,CDD614,Average,17283087,Thanks A Latte,"7 AM to 8:30 PM (Mon),7 AM to 4 PM (Tue-Fri),7:30 AM to 4 PM (Sat),Closed (Sun)",https://www.zomato.com/camp-verde-az/thanks-a-latte-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
38,90 Montezuma Castle Highway 86322,25,Camp Verde,BBQ,34.5675990000,Camp Verde,-111.8548550000,2,0,CBCBCB,Not rated,17283497,Babe's Round Up BBQ,,https://www.zomato.com/camp-verde-az/babes-round-up-bbq-camp-verde-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
39,"1620 W Hwy 260, Camp Verde 86322",10,Camp Verde,Coffee and Tea,34.5658000000,Camp Verde,-111.8655000000,1,3.2,CDD614,Average,17281321,Starbucks,5 AM to 9 PM (Mon-Sun),https://www.zomato.com/camp-verde-az/starbucks-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
40,"522 Finnie Flat Rd, Camp Verde 86322",10,Camp Verde,"American, Breakfast, Bar Food",34.5666410000,Camp Verde,-111.8621640000,1,0,CBCBCB,Not rated,17283373,Keith's Sports Cafe,"6 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 6 AM to 12 Midnight (Fri-Sat)",https://www.zomato.com/camp-verde-az/keiths-sports-cafe-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
41,"10 E Cliff House Dr, Camp Verde 86322",10,Camp Verde,Mexican,34.5688000000,Camp Verde,-111.8542000000,1,3.6,9ACD32,Good,17281303,Beto's Corner,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/camp-verde-az/betos-corner-camp-verde?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86322,4320
42,Location Varies,30,Maricopa County,"Korean, American, Mexican",0.0000000000,Cave Creek,0.0000000000,3,0,CBCBCB,Not rated,18516598,Hibachibot Korean BBQ Food Truck,11 AM to 1 PM (Mon-Sun),https://www.zomato.com/hibachibot-korean-bbq-food-truck-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11194
43,"821 E Florence Blvd, Casa Grande 85222",0,Casa Grande,Mexican,32.8795000000,Casa Grande,-111.7440000000,1,3.5,9ACD32,Good,17281385,Mi Amigo Ricardo,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/casa-grande-az/mi-amigo-ricardo-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85222,4363
44,"519 E Florence Blvd, Casa Grande 85222",10,Casa Grande,Chinese,32.8795000000,Casa Grande,-111.7473000000,1,3.7,9ACD32,Good,17281335,Big Wa Chinese Restaurant,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/casa-grande-az/big-wa-chinese-restaurant-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85222,4363
45,"1420 N Trekell Rd, Casa Grande 85222",0,Casa Grande,"American, Pizza",32.8883000000,Casa Grande,-111.7398000000,1,3.5,9ACD32,Good,17281353,Creative Cafe,,https://www.zomato.com/casa-grande-az/creative-cafe-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85222,4363
46,"1350 E Florence Blvd, Casa Grande 85222",10,Casa Grande,Chinese,32.8797000000,Casa Grande,-111.7292000000,1,3.6,9ACD32,Good,17281378,Lucky Chinese Restaurant,,https://www.zomato.com/casa-grande-az/lucky-chinese-restaurant-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85222,4363
47,"1609 E Florence Blvd #1, Casa Grande 85122",25,Casa Grande,"Italian, Pizza",32.8789137000,Casa Grande,-111.7178485000,2,3.5,9ACD32,Good,17281409,T & M Pizza Italian Restaurant,,https://www.zomato.com/casa-grande-az/t-m-pizza-italian-restaurant-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85122,4363
48,1532 East Florence Boulevard 85122,25,Casa Grande,American,32.8744400000,Casa Grande,-111.7180100000,2,3.4,CDD614,Average,17282835,Chili's,"11 AM to 10 PM (Mon-Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/casa-grande-az/chilis-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85122,4363
49,"1649 E Florence Blvd, Casa Grande 85122",10,Casa Grande,"Pizza, Sandwich",32.8784920000,Casa Grande,-111.7167700000,1,3.2,CDD614,Average,17283136,Geno's Giant Slice,,https://www.zomato.com/casa-grande-az/genos-giant-slice-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85122,4363
50,"913 E 8th Street, Casa Grande 85122",30,Casa Grande,"American, Italian, Pizza",32.8800540000,Casa Grande,-111.7425200000,3,3.2,CDD614,Average,17283276,Tommy's Bistro,"Closed (Mon, Sun), 4 PM to 9 PM (Tue-Thu),4 PM to 10 PM (Fri-Sat)",https://www.zomato.com/casa-grande-az/tommys-bistro-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85122,4363
51,"2082 Florence Blvd, Casa Grande 85222",25,Casa Grande,,32.8793555000,Casa Grande,-111.7152964000,2,3.3,CDD614,Average,17281367,Golden Corral,"Breakfast, Lunch, Dinner (Sun, Mon, Tue, Wed), Breakfast, Lunch, Dinner, Late (Thu-Sat)",https://www.zomato.com/casa-grande-az/golden-corral-casa-grande?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85222,4363
52,Location Varies,30,Maricopa County,"Korean, American, Mexican",0.0000000000,Cave Creek,0.0000000000,3,0,CBCBCB,Not rated,18516598,Hibachibot Korean BBQ Food Truck,11 AM to 1 PM (Mon-Sun),https://www.zomato.com/hibachibot-korean-bbq-food-truck-food-truck?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11194
53,"1095 W Queen Creek Rd, Chandler 85248",25,Chandler,"American, Bar Food",33.2613920000,South Chandler,-111.8611010000,2,3.8,9ACD32,Good,17027312,Keegan's Grill Chandler,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/chandler-az/keegans-grill-chandler-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
54,"2975 S Alma School Road, Chandler 85248",25,Chandler,"Asian, Japanese, Sushi",33.2618400000,South Chandler,-111.8584690000,2,3.6,9ACD32,Good,17031220,Honmachi Sushi & Teppaniaki,,https://www.zomato.com/chandler-az/honmachi-sushi-teppaniaki-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
55,"3125 S Alma School Rd, Chandler 85248",10,Chandler,Japanese,33.2597880000,South Chandler,-111.8581650000,1,3.7,9ACD32,Good,17027927,Mikado,,https://www.zomato.com/chandler-az/mikado-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
56,3991 South Arizona Avenue,10,Chandler,Sandwich,33.2480930000,South Chandler,-111.8396438000,1,3.1,CDD614,Average,17034692,Panera Bread,"6 AM to 9:30 PM (Mon-Sat), 7 AM to 8 PM (Sun)",https://www.zomato.com/chandler-az/panera-bread-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11188
57,"1085 W Queen Creek Rd, Chandler 85248",10,Chandler,Asian,33.2616620000,South Chandler,-111.8602930000,1,3.5,9ACD32,Good,17028418,Pei Wei Asian Diner,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/chandler-az/pei-wei-asian-diner-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
58,2895 South Alma School Road Ste 1 85248,10,Chandler,"Fast Food, Mexican",33.2639222376,South Chandler,-111.8572605975,1,3.8,9ACD32,Good,17025870,Chipotle Mexican Grill,"10:45 AM to 10 PM (Mon-Sat), Sun Closed",https://www.zomato.com/chandler-az/chipotle-mexican-grill-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
59,"2980 S Alma School Rd, Chandler 85248",10,Chandler,"American, Burger, Bar Food",33.2628440000,South Chandler,-111.8588370000,1,3.4,CDD614,Average,17029204,Sidelines Tavern and Grill,"Lunch, Dinner (Sun),Lunch, Dinner, Late (Mon-Sat)",https://www.zomato.com/chandler-az/sidelines-tavern-and-grill-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
60,"3125 S Alma School, Chandler 85248",10,Chandler,Frozen Yogurt,33.2598590000,South Chandler,-111.8581730000,1,3.8,9ACD32,Good,17031662,Kokomo Frozen Yogurt,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu), Lunch, Dinner, Late (Fri-Sat)",https://www.zomato.com/chandler-az/kokomo-frozen-yogurt-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
61,3751 South Clubhouse Drive 85248,25,Chandler,"American, Italian, Seafood",33.2544400000,South Chandler,-111.8678600000,2,3.5,9ACD32,Good,17025325,Bernards at Ocotillo,7 AM to 10 PM,https://www.zomato.com/chandler-az/bernards-at-ocotillo-south-chandler?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85248,11188
62,"516 N Main St, Cottonwood 86326",10,Cottonwood,"Burger, Mexican, Sandwich",34.7429250000,Cottonwood,-112.0110730000,1,3.9,9ACD32,Good,17282865,Verde Lea Market Deli and Grill,8 AM to 9 PM (Mon-Sun),https://www.zomato.com/cottonwood-az/verde-lea-market-deli-and-grill-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
63,"206 S Main St Ste A, Cottonwood 86326",10,Cottonwood,Mexican,34.7355500000,Cottonwood,-112.0101840000,1,3.5,9ACD32,Good,17281473,Concho's Mexican Restaurant,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/cottonwood-az/conchos-mexican-restaurant-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
64,"891 S Main St, Cottonwood 86326",10,Cottonwood,"American, Breakfast, Burger",34.7232270000,Cottonwood,-112.0043580000,1,3.5,9ACD32,Good,17281513,Randall's Restaurant,"5:30 AM to 2 PM (Mon-Fri),7 AM to 2 PM (Sat-Sun)",https://www.zomato.com/cottonwood-az/randalls-restaurant-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
65,"321 S Main St, Cottonwood 86326",25,Cottonwood,"Italian, Pizza, Seafood",34.7330430000,Cottonwood,-112.0095400000,2,3.3,CDD614,Average,17281519,Strombolli’s,"11 AM to 8 PM (Mon-Tue),11 AM to 9 PM (Wed-Sat),Closed (Sun)",https://www.zomato.com/cottonwood-az/strombollis-restaurant-pizza-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
66,"888 S Main St, Cottonwood 86326",10,Cottonwood,Chinese,34.7238440000,Cottonwood,-112.0063810000,1,3.6,9ACD32,Good,17281500,Ming House,"Lunch, Dinner (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/cottonwood-az/ming-house-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
67,"660 E Mingus Ave, Cottonwood 86326",10,Cottonwood,American,34.7399110000,Cottonwood,-112.0223170000,1,3.3,CDD614,Average,17283431,Annie's,"6 AM to 2 AM (Mon-Fri), 6:30 AM to 2 AM (Sat-Sun)",https://www.zomato.com/cottonwood-az/annies-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
68,"324 S Main St, Cottonwood 86326",10,Cottonwood,"American, Breakfast, Mexican",34.7329780000,Cottonwood,-112.0101720000,1,3.4,CDD614,Average,17283216,Pepe's Cafe,6:30 AM to 8 PM (Mon-Sun),https://www.zomato.com/cottonwood-az/pepes-cafe-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
69,"517 N 12th St, Cottonwood 86326",15,Cottonwood,"American, Breakfast",34.7439450000,Cottonwood,-112.0137850000,1,3.4,CDD614,Average,17281480,Georgie's Cafe,"6 AM to 3 PM (Mon-Sat),6 AM to 2 PM (Sun)",https://www.zomato.com/cottonwood-az/georgies-cafe-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
70,"516 W Hwy 89a, Cottonwood 86326",10,Cottonwood,"Italian, Pizza",34.7305460000,Cottonwood,-112.0237330000,1,3.5,9ACD32,Good,17281526,Vinnies New York Pizzeria,"11 AM to 8 PM (Mon-Thu),11 AM to 9 PM (Fri-Sat),12 Noon to 7 PM (Sun)",https://www.zomato.com/cottonwood-az/vinnies-new-york-pizzeria-cottonwood?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86326,4321
71,"301 E 10th St, Douglas 85607",10,Douglas,Mexican,31.3444200000,Douglas,-109.5569100000,1,3.9,9ACD32,Good,17282876,Chatitas Mexican Restaurant,,https://www.zomato.com/douglas-az/chatitas-mexican-restaurant-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
72,"80 W 16th St, Douglas 85607",10,Douglas,"Japanese, Mexican, Sushi",31.3511320000,Douglas,-109.5615140000,1,3.4,CDD614,Average,17283308,Sushi Gong,,https://www.zomato.com/douglas-az/sushi-gong-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
73,"1057 11th St., Douglas 85607",10,Douglas,Mexican,31.3453800000,Douglas,-109.5461120000,1,3.7,9ACD32,Good,17282920,El Chef,"Breakfast, Lunch (Sun, Mon, Tue, Wed, Thu, Fri, Sat)",https://www.zomato.com/douglas-az/el-chef-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
74,"1341 F Ave, Douglas 85607",0,Douglas,Chinese,31.3480000000,Douglas,-109.5527000000,1,3.6,9ACD32,Good,17281555,Lai Lai Chinese Restaurant,,https://www.zomato.com/douglas-az/lai-lai-chinese-restaurant-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
75,"100 E 3rd St, Douglas 85607",25,Douglas,Mexican,31.3374000000,Douglas,-109.5594000000,2,3.6,9ACD32,Good,17281537,Border Taco,,https://www.zomato.com/douglas-az/border-taco-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
76,300 16th Street 85607,10,Douglas,"Fast Food, Pizza",31.3508802462,Douglas,-109.5572277904,1,0,CBCBCB,Not rated,17281564,Pizza Hut,"11 AM to 10 PM (Mon-Thu), 11 AM to 11 PM (Fri-Sat), 11 AM to 9 PM (Sun)",https://www.zomato.com/douglas-az/pizza-hut-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
77,"1119 N G Ave, Douglas 85607",25,Douglas,Mexican,31.3458000000,Douglas,-109.5544000000,2,3.3,CDD614,Average,17281547,Grand Cafe & Gallery,,https://www.zomato.com/douglas-az/grand-cafe-gallery-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
78,"1008 Cochise Ave, Douglas 85607",0,Douglas,,31.3447000000,Douglas,-109.5340000000,1,3.3,CDD614,Average,17281552,La Fogata,,https://www.zomato.com/douglas-az/la-fogata-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
79,104 5th Street 85607,10,Douglas,Fast Food,31.3396590000,Douglas,-109.5598850000,1,0,CBCBCB,Not rated,17281558,McDonald's,24 Hours,https://www.zomato.com/douglas-az/mcdonalds-douglas?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85607,4339
80,"18251 North Pima Road, Scottsdale 85255",25,Scottsdale,"Burger, Ice Cream, Pizza",33.6521720000,North Scottsdale,-111.8871010000,2,3.2,CDD614,Average,17031783,Lush Burger,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/scottsdale-az/lush-burger-1-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85255,11190
81,20753 North Pima Road 85255,70,Scottsdale,"Seafood, Steak",33.6675400000,North Scottsdale,-111.8754400000,4,3.8,9ACD32,Good,17031017,Fleming’s Prime Steakhouse & Wine Bar,"5 PM to 10 PM (Mon-Thu), 5 PM to 10:30 PM (Fri-Sat), 4 PM to 9 PM (Sun)",https://www.zomato.com/scottsdale-az/flemings-prime-steakhouse-wine-bar-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85255,11190
82,"7014 E. Camelback Road, Space B116, Scottsdale 85251",0,Scottsdale,"American, Burger, Ice Cream",0.0000000000,North Scottsdale,0.0000000000,1,2.8,FFBA00,Average,18276946,Shake Shack,"11 AM to 10 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 11 PM (Fri-Sat)",https://www.zomato.com/scottsdale-az/shake-shack-1-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85251,11190
83,14832 N Frank Lloyd Wright Boulevard,0,Scottsdale,American,0.0000000000,North Scottsdale,0.0000000000,1,0,CBCBCB,Not rated,18394829,Hash Kitchen,7 AM to 3 PM (Mon-Sun),https://www.zomato.com/scottsdale-az/hash-kitchen-1-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,,11190
84,"10810 North Tatum Boulevard, Phoenix 85028",40,Scottsdale,"Italian, Pizza",0.0000000000,North Scottsdale,0.0000000000,3,0,CBCBCB,Not rated,17807045,Nick's,"11 AM to 2 PM, 4 PM to 9 PM (Mon-Thu),11 AM to 2 PM, 4 PM to 10 PM (Fri),4 PM to 10 PM (Sat),4 PM to 9 PM (Sun)",https://www.zomato.com/scottsdale-az/nicks-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85028,11190
85,"18835 North Thompson Peak Parkway, North Scottsdale, Phoenix 85255",55,Scottsdale,"Italian, Pizza",0.0000000000,North Scottsdale,0.0000000000,4,0,CBCBCB,Not rated,17858783,Ciao Grazie,"11 AM to 9 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 10 PM (Fri-Sat)",https://www.zomato.com/scottsdale-az/ciao-grazie-1-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85255,11190
86,"8763 East Bell Road, Unit 103, North Scottsdale, Phoenix 85260",10,Scottsdale,"Sandwich, Deli",0.0000000000,North Scottsdale,0.0000000000,1,0,CBCBCB,Not rated,17807032,Vermont Sandwich Company,"6:30 AM to 4 PM (Mon-Fri),8 AM to 4 PM (Sat),Closed (Sun)",https://www.zomato.com/scottsdale-az/vermont-sandwich-company-1-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85260,11190
87,"18221 N Pima Rd, Scottsdale 85255",25,Scottsdale,"Italian, Pizza",33.6513692000,North Scottsdale,-111.8862448000,2,0,CBCBCB,Not rated,17756213,Rosati's Sports Pub,,https://www.zomato.com/scottsdale-az/rosatis-sports-pub-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85255,11190
88,"18271 North Pima Road, Scottsdale 85255",10,Scottsdale,"International, Sandwich, Healthy Food",33.6537661000,North Scottsdale,-111.8859975000,1,0,CBCBCB,Not rated,17033903,Aj's Bistro,6 AM to 9 PM (Mon-Sun),https://www.zomato.com/scottsdale-az/ajs-bistro-2-north-scottsdale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85255,11190
89,"11 S Beaver St Ste 1, Flagstaff 86001",25,Flagstaff,"Pizza, Sandwich",35.1964560000,Flagstaff,-111.6510210000,2,4.0,5BA829,Very Good,17357169,Beaver Street Brewery,"11 AM to 11 PM (Mon, Tue, Wed, Thu, Sun), 11 AM to 12 Midnight (Fri-Sat)",https://www.zomato.com/flagstaff-az/beaver-street-brewery-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
90,"120 N. Leroux St., Flagstaff 86001",25,Flagstaff,Burger,35.1989170000,Flagstaff,-111.6479320000,2,4.0,5BA829,Very Good,17357501,Diablo Burger,"11 AM to 9 PM (Mon-Wed),11 AM to 10 PM (Thu-Sat),Closed (Sun)",https://www.zomato.com/flagstaff-az/diablo-burger-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
91,"104 N San Francisco St, Flagstaff 86001",25,Flagstaff,Thai,35.1983360000,Flagstaff,-111.6473680000,2,4.0,5BA829,Very Good,17357504,Pato Thai,"11 AM to 3 PM, 4:30 PM to 9 PM (Mon-Thu),11 AM to 9 PM (Fri-Sat),12 Noon to 8 PM (Sun)",https://www.zomato.com/flagstaff-az/pato-thai-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
92,"14 South Beaver Street, southside 86001",10,Flagstaff,"Breakfast, Coffee and Tea, Vegetarian",35.1967400000,Flagstaff,-111.6506600000,1,3.9,9ACD32,Good,17357289,Macy's European Coffee House,6 AM to 8 PM,https://www.zomato.com/flagstaff-az/macys-european-coffee-house-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
93,"112 E Route 66, Flagstaff 86001",25,Flagstaff,Mexican,35.1971840000,Flagstaff,-111.6474950000,2,3.9,9ACD32,Good,17357295,Martanne's Burrito Palace,7:30 AM to 9 PM (Mon-Sun),https://www.zomato.com/flagstaff-az/martannes-burrito-palace-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
94,5 South San Francisco Street 86001,10,Flagstaff,"Burger, Bar Food, Sandwich",35.1970300000,Flagstaff,-111.6482100000,1,3.8,9ACD32,Good,17357553,Lumberyard Brewing Company,11 AM to 10 PM (Mon-Sun),https://www.zomato.com/flagstaff-az/lumberyard-brewing-company-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
95,"320 S Regent St, Flagstaff 86001",10,Flagstaff,"Mediterranean, Tapas, Vegetarian",35.1909250000,Flagstaff,-111.6424660000,1,3.8,9ACD32,Good,17357508,Pita Jungle,10:30 AM to 10 PM (Mon-Sun),https://www.zomato.com/flagstaff-az/pita-jungle-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
96,"16 N San Francisco ST, Flagstaff 86001",40,Flagstaff,Latin American,35.1977330000,Flagstaff,-111.6476550000,3,3.8,9ACD32,Good,17357533,Criollo Latin Kitchen,"11 AM to 9 PM (Mon-Thu), 11 AM to 10 PM (Fri), 9 AM to 10 PM (Sat), 9 AM to 9 PM (Sun)",https://www.zomato.com/flagstaff-az/criollo-latin-kitchen-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86001,469
97,2200 East Butler Avenue. 86004,25,Flagstaff,"American, Southwestern",35.1922200000,Flagstaff,-111.6242700000,2,3.8,9ACD32,Good,17357593,The Northern Pines Restaurant,5:30 AM to 10 PM,https://www.zomato.com/flagstaff-az/the-northern-pines-restaurant-flagstaff?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,86004,469
98,695 South Main Street 85232,10,Florence,"Breakfast, Mexican",33.0253910000,Florence,-111.3873170000,1,3.9,9ACD32,Good,17281621,LB Cantina,"8 AM to 9 PM (Mon-Thu, Sat), 8 AM to 10 PM (Fri), Sun Closed",https://www.zomato.com/florence-az/lb-cantina-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
99,"444 n Pinal Parkway, Florence 85232",25,Florence,"American, Greek, Italian",33.0356610000,Florence,-111.3863850000,2,4.4,5BA829,Very Good,17282850,Mount Athos Restaurant,,https://www.zomato.com/florence-az/mount-athos-restaurant-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
100,"505 N Main St, Florence 85232",0,Florence,Mexican,33.0367000000,Florence,-111.3873000000,1,3.6,9ACD32,Good,17281626,Old Pueblo Restaurant,"Closed (Mon),6 AM to 8 PM (Tue-Fri),7 AM to 8 PM (Sat-Sun)",https://www.zomato.com/florence-az/old-pueblo-restaurant-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
101,"199 E Butte Ave, Florence 85232",0,Florence,American,33.0312000000,Florence,-111.3855000000,1,3.5,9ACD32,Good,17281615,Eugene & Kim's Place,,https://www.zomato.com/florence-az/eugene-kims-place-florence?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,85232,4355
